Recipe names:
tg:focus_hell - 1xtile.terra_focus@2
psipherals:shovel/shovel_assembly_iron - 1xitem.shovel_assembly@0
jaopca:ingot_oxide_vf2ejm - 1xitem.nuclearcraft.ingot_oxide@1
pneumaticcraft:heat_frame - 1xitem.heat_frame@0
nuclearcraft:tile.nuclearcraft.turbine_rotor_stator - 4xtile.nuclearcraft.turbine_rotor_stator@0
nuclearcraft:tile.nuclearcraft.accelerator_electromagnet_idle - 1xtile.nuclearcraft.accelerator_electromagnet_idle@0
extrabotany:recipe_parkour - 1xitem.parkour@0
rpsideas:bright_blue_plate - 1xtile.bright_plate@11
bibliocraft:framed_potionshelf - 1xtile.BiblioCraft:PotionShelf@6
tp:bone - 9xitem.bone@0
nuclearcraft:item.tcomplement.knightslime_helmet_2 - 1xitem.tcomplement.knightslime_helmet@0
nuclearcraft:item.tcomplement.knightslime_helmet_1 - 1xitem.tcomplement.knightslime_helmet@0
nuclearcraft:item.nuclearcraft.fuel_thorium.tbu - 1xitem.nuclearcraft.fuel_thorium@0
forestry:doors_citrus - 3xtile.for.doors.citrus@0
bewitchment:coquina_witches_altar - 3xtile.bewitchment.coquina_witches_altar@0
extraanvils:electrumanvil - 1xtile.extraanvils:electrum_anvil@0
nuclearcraft:item.nuclearcraft.hoe_hard_carbon_1 - 1xitem.nuclearcraft.hoe_hard_carbon@0
thaumic_arcana:slime_infuse_metallum - 1xitem.thaumic_arcana.infused_slime@19
nuclearcraft:item.lapis_chestplate_1 - 1xitem.lapis_chestplate@0
nuclearcraft:item.lapis_chestplate_2 - 1xitem.lapis_chestplate@0
tconstruct:tools/forge/blockalubrass - 1xtile.tconstruct.toolforge@0
nuclearcraft:item.conarm.chestplate_41 - 1xitem.conarm.chestplate@0
botany:mortar_mediumorchid - 4xtile.null@43
nuclearcraft:item.conarm.chestplate_42 - 1xitem.conarm.chestplate@0
embers:ingottin_hoe - 1xitem.hoe_tin@0
nuclearcraft:item.conarm.chestplate_43 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_44 - 1xitem.conarm.chestplate@0
immersiveengineering:sheetmetal/silver_sheetmetal_slab_back - 1xtile.immersiveengineering.sheetmetal@3
forestry:planks_cocobolo - 4xtile.for.planks.1@11
jaopca:item_mysticalseedsyellowgarnet_chvu1p - 1xitem.jaopca.mysticalSeeds@0
bewitchment:nether_brick_witches_altar - 3xtile.bewitchment.nether_brick_witches_altar@0
thaumcraft:label_stellae - 1xitem.label@1
nuclearcraft:item.conarm.chestplate_40 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_49 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_45 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_46 - 1xitem.conarm.chestplate@0
bibliocraft:yellow_dyed_lampgold - 1xtile.BiblioCraft:LampGold@6
nuclearcraft:item.conarm.chestplate_47 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_48 - 1xitem.conarm.chestplate@0
extrabotany:recipe_candyc - 3xitem.candy@2
enderio:deco_block_1_3 - 1xtile.block_decoration1@3
enderio:deco_block_1_2 - 1xtile.block_decoration1@2
nuclearcraft:item.manaweaveboots_1 - 1xitem.manaweaveBoots@0
extrabotany:recipe_candya - 3xitem.candy@0
nuclearcraft:item.manaweaveboots_2 - 1xitem.manaweaveBoots@0
extrabotany:recipe_candyb - 3xitem.candy@1
enderio:deco_block_1_0 - 1xtile.block_decoration1@0
enderio:deco_block_1_6 - 1xtile.block_decoration1@6
enderio:deco_block_1_5 - 1xtile.block_decoration1@5
enderio:deco_block_1_4 - 1xtile.block_decoration1@4
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_3 - 1xtile.environmentaltech.structure_frame_3@0
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_2 - 1xtile.environmentaltech.structure_frame_2@0
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_1 - 1xtile.environmentaltech.structure_frame_1@0
enderio:deco_block_1_9 - 1xtile.block_decoration1@9
enderio:deco_block_1_8 - 1xtile.block_decoration1@8
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_6 - 1xtile.environmentaltech.structure_frame_6@0
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_5 - 1xtile.environmentaltech.structure_frame_5@0
mysticalagriculture:manaresource_2 - 2xitem.manaResource@4
environmentaltech:m_multiblocks/m_components/m_structureframe/structure_frame_4 - 1xtile.environmentaltech.structure_frame_4@0
mysticalagriculture:manaresource_1 - 4xitem.manaResource@7
nuclearcraft:item.conarm.chestplate_30 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_31 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_32 - 1xitem.conarm.chestplate@0
xreliquary:items/uncrafting/spider_eye - 2xitem.spiderEye@0
nuclearcraft:item.conarm.chestplate_33 - 1xitem.conarm.chestplate@0
forestry:farm_valve_brick - 1xtile.for.ffarm@4
tinker_io:orecrusher_0 - 1xtile.Ore_Crusher@0
tinker_io:orecrusher_1 - 1xtile.Ore_Crusher@0
mysticalagriculture:ingotredstonealloy - 5xitem.item_alloy_ingot@3
nuclearcraft:item.conarm.chestplate_38 - 1xitem.conarm.chestplate@0
minecraft:red_stained_glass - 8xtile.stainedGlass@14
nuclearcraft:item.conarm.chestplate_39 - 1xitem.conarm.chestplate@0
extratrees:rowan_slabs - 6xtile.slabs.0@4
nuclearcraft:item.conarm.chestplate_34 - 1xitem.conarm.chestplate@0
thermalfoundation:tool.shears_invar - 1xitem.thermalfoundation.tool.invarShears@0
nuclearcraft:item.conarm.chestplate_35 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_36 - 1xitem.conarm.chestplate@0
cyclicmagic:tile.fluid_drain_1 - 1xtile.fluid_drain@0
nuclearcraft:item.conarm.chestplate_37 - 1xitem.conarm.chestplate@0
enderio:crude_steel_ball_crafting - 24xitem.item_alloy_endergy_ball@0
extrabotany:recipe_mastermanaring - 1xitem.mastermanaring@0
minecraft:green_carpet - 3xtile.woolCarpet@13
extrabotany:recipe_bottledflame - 1xitem.bottledflame@0
thaumadditions:stellae_crystal_block - 1xtile.thaumadditions:crystal_block@0
vanillatools:tool.bow_diamond - 1xitem.vanillaplus.tool.diamondBow@0
nuclearcraft:item.conarm.chestplate_63 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_64 - 1xitem.conarm.chestplate@0
tcomplement:stone_bucket - 1xitem.tcomplement.materials@0
nuclearcraft:item.conarm.chestplate_65 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_66 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_60 - 1xitem.conarm.chestplate@0
bibliocraft:red_dyed_typewriter - 1xtile.BiblioCraft:Typewriter@14
forestry:fireproof_doors_teak - 3xtile.for.doors.teak@0
nuclearcraft:item.conarm.chestplate_61 - 1xitem.conarm.chestplate@0
nuclearcraft:item.ma.supremium_boots_2 - 1xitem.ma.supremium_boots@0
nuclearcraft:item.conarm.chestplate_62 - 1xitem.conarm.chestplate@0
nuclearcraft:item.ma.supremium_boots_1 - 1xitem.ma.supremium_boots@0
nuclearcraft:item.stone_leggings - 1xitem.stone_leggings@0
mysticalagriculture:brass_seeds - 1xitem.ma.brass_seeds@0
nuclearcraft:item.conarm.chestplate_67 - 1xitem.conarm.chestplate@0
randomthings:spectrestring - 4xitem.ingredient@12
nuclearcraft:item.conarm.chestplate_68 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_69 - 1xitem.conarm.chestplate@0
extrabotany:recipe_dimensioncatalyst - 1xtile.dimensioncatalyst@0
forestry:fireproof_fences_oak - 3xtile.for.fences.vanilla.fireproof.0@0
jaopca:gem_k8ntfm - 9xitem.nuclearcraft.gem@0
bloodmagic:demon_decor/demon_stairs_2_destructive - 8xtile.bloodmagic.stairs2.@0
botania:wands/twigwand_gray_blue - 1xitem.twigWand@0
minecraft:magenta_dye_from_lapis_red_pink - 3xitem.dyePowder@13
tg:focus_ice_plains - 1xtile.terra_focus@6
nuclearcraft:item.conarm.chestplate_52 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_53 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_54 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_55 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_50 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_51 - 1xitem.conarm.chestplate@0
forestry:fireproof_slabs_birch - 6xtile.for.slabs.vanilla.fireproof.0@2
randomthings:plate_redstone - 2xtile.plate_redstone@0
nuclearcraft:item.conarm.chestplate_56 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_57 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_58 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_59 - 1xitem.conarm.chestplate@0
stevescarts:component/dynamic_pane_2 - 1xitem.SC2:unknowncomponent@37
stevescarts:component/dynamic_pane_1 - 1xitem.SC2:unknowncomponent@37
enderutilities:handy_chest_large - 1xtile.null@5
forestry:fireproof_fence_gates_spruce - 1xtile.for.fence.gates.vanilla.fireproof.spruce@0
minecraft:jungle_stairs - 4xtile.stairsWoodJungle@0
wit:wit - 1xitem.wit:wit@0
botania:black_hole_talisman_extract - 2xtile.air@15
techreborn:gem - 9xitem.techreborn.gem@0
nuclearcraft:item.conarm.chestplate_85 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_86 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_87 - 1xitem.conarm.chestplate@0
storagedrawers:trim_oak - 4xtile.storagedrawers.trim@0
nuclearcraft:item.conarm.chestplate_88 - 1xitem.conarm.chestplate@0
roots:runestone_brick_button - 1xtile.runestone_brick_button@0
nuclearcraft:item.conarm.chestplate_81 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_82 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_83 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_84 - 1xitem.conarm.chestplate@0
thaumicrestoration:item_plate - 3xitem.item_plate@0
minecraft:tb.decooldiron - 6xtile.oldiron@0
nuclearcraft:item.conarm.chestplate_89 - 1xitem.conarm.chestplate@0
tp:lava_chestplate - 1xitem.lava_chestplate@0
extratrees:whitebeam_doors - 3xtile.doors.whitebeam@0
extratrees:fig_fireproof_stairs - 4xtile.stairs.fireproof.fig@0
pneumaticcraft:assembly_drill - 1xtile.assembly_drill@0
malisisdoors:camo_fencegate - 3xtile.camoFenceGate@0
nuclearcraft:item.conarm.chestplate_80 - 1xitem.conarm.chestplate@0
extendedcrafting:ender_star_from - 9xitem.ec.material@41
nuclearcraft:item.nuclearcraft.boots_tough_2 - 1xitem.nuclearcraft.boots_tough@0
nuclearcraft:item.nuclearcraft.boots_tough_1 - 1xitem.nuclearcraft.boots_tough@0
mekanism:machineblock_7_alt_alt - 1xtile.MachineBlock@7
thaumic_arcana:slime_infuse_victus - 1xitem.thaumic_arcana.infused_slime@5
nuclearcraft:item.nuclearcraft.boots_tough_3 - 1xitem.nuclearcraft.boots_tough@0
naturalpledge:dirt7 - 9xtile.iris_dirt@7
nuclearcraft:item.conarm.chestplate_74 - 1xitem.conarm.chestplate@0
naturalpledge:dirt8 - 9xtile.iris_dirt@8
nuclearcraft:item.conarm.chestplate_75 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_8 - 4xtile.ReinforcedPlasticBlock@8
naturalpledge:dirt5 - 9xtile.iris_dirt@5
nuclearcraft:item.conarm.chestplate_76 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_9 - 4xtile.ReinforcedPlasticBlock@9
naturalpledge:dirt6 - 9xtile.iris_dirt@6
nuclearcraft:item.conarm.chestplate_77 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_6 - 4xtile.ReinforcedPlasticBlock@6
naturalpledge:dirt3 - 9xtile.iris_dirt@3
nuclearcraft:item.conarm.chestplate_70 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_7 - 4xtile.ReinforcedPlasticBlock@7
naturalpledge:dirt4 - 9xtile.iris_dirt@4
nuclearcraft:item.conarm.chestplate_71 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_4 - 4xtile.ReinforcedPlasticBlock@4
naturalpledge:dirt1 - 9xtile.iris_dirt@1
nuclearcraft:item.conarm.chestplate_72 - 1xitem.conarm.chestplate@0
mekanism:reinforcedplasticblock_5 - 4xtile.ReinforcedPlasticBlock@5
naturalpledge:dirt2 - 9xtile.iris_dirt@2
nuclearcraft:item.conarm.chestplate_73 - 1xitem.conarm.chestplate@0
naturalpledge:dirt0 - 9xtile.iris_dirt@0
enderio:dark_steel_upgrade_naturalist - 1xitem.item_dark_steel_upgrade@1
nuclearcraft:item.conarm.chestplate_78 - 1xitem.conarm.chestplate@0
botania:wands/twigwand_purple_white - 1xitem.twigWand@0
nuclearcraft:item.conarm.chestplate_79 - 1xitem.conarm.chestplate@0
cyclicmagic:item.dynamite_safe - 6xitem.dynamite_safe@0
forestry:fences_acacia - 3xtile.for.fences.0@2
tcomplement:steelworks/scorched/stairs/cracked_bricks_stairs - 4xtile.tcomplement.scorched_stairs_brick_cracked@0
extratrees:logwood_fireproof_slabs - 6xtile.slabs.fireproof.3@3
mekanism:reinforcedplasticblock_2 - 4xtile.ReinforcedPlasticBlock@2
mekanism:reinforcedplasticblock_3 - 4xtile.ReinforcedPlasticBlock@3
mekanism:reinforcedplasticblock_0 - 4xtile.ReinforcedPlasticBlock@0
mekanism:reinforcedplasticblock_1 - 4xtile.ReinforcedPlasticBlock@1
naturalpledge:dirt9 - 9xtile.iris_dirt@9
bewitchment:scorned_brick_fence - 6xtile.bewitchment.scorned_brick_fence@0
botania:manaring - 1xitem.manaRing@0
extrabotany:recipe_blackglasses - 1xitem.cosmetic@6
jaopca:block_wallzirconium_3cq4zx - 12xtile.jaopca.wall@0
thaumcraft:bellows - 1xtile.bellows@0
extendedcrafting:nether_star_nugget_to - 1xitem.netherStar@0
tconstruct:common/slime/blue/blue_congealed_slime_block - 1xtile.tconstruct.slime_congealed@1
forestry:greenhouse_plain - 2xitem.for.crafting_material@7
botanicadds:dreaming_pool - 1xtile.botanicadds:pool_dreaming@0
extratrees:fig_slabs - 6xtile.slabs.0@1
nuclearcraft:item.conarm.chestplate_96 - 1xitem.conarm.chestplate@0
nuclearcraft:item.item_end_steel_leggings_1 - 1xitem.item_end_steel_leggings@0
nuclearcraft:item.conarm.chestplate_97 - 1xitem.conarm.chestplate@0
roots:pestle - 1xitem.pestle@0
nuclearcraft:item.conarm.chestplate_98 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_99 - 1xitem.conarm.chestplate@0
nuclearcraft:item.item_end_steel_leggings_4 - 1xitem.item_end_steel_leggings@0
nuclearcraft:item.conarm.chestplate_92 - 1xitem.conarm.chestplate@0
nuclearcraft:item.item_end_steel_leggings_5 - 1xitem.item_end_steel_leggings@0
nuclearcraft:item.conarm.chestplate_93 - 1xitem.conarm.chestplate@0
nuclearcraft:item.deepresonance.leggings - 1xitem.deepresonance.leggings@0
industrialforegoing:fluid_pump - 1xtile.industrialforegoing.fluid_pump@0
nuclearcraft:item.item_end_steel_leggings_2 - 1xitem.item_end_steel_leggings@0
nuclearcraft:item.conarm.chestplate_94 - 1xitem.conarm.chestplate@0
nuclearcraft:item.item_end_steel_leggings_3 - 1xitem.item_end_steel_leggings@0
nuclearcraft:item.conarm.chestplate_95 - 1xitem.conarm.chestplate@0
bibliocraft:brown_swordpedestal - 1xtile.BiblioCraft:SwordPedestal@12
botania:elementiumsword - 1xitem.elementiumSword@0
nuclearcraft:tile.nuclearcraft.solar_panel_advanced - 1xtile.nuclearcraft.solar_panel_advanced@0
jaopca:block_fencezirconium_0r80ke - 3xtile.jaopca.fence@0
botania:wands/twigwand_black_orange - 1xitem.twigWand@0
cyclicmagic:item.sandstone_pickaxe_1 - 1xitem.sandstone_pickaxe@0
botany:mortar_paleturquoise - 4xtile.null@53
nuclearcraft:item.conarm.chestplate_90 - 1xitem.conarm.chestplate@0
nuclearcraft:item.conarm.chestplate_91 - 1xitem.conarm.chestplate@0
botany:mortar_deepskyblue - 4xtile.null@22
nuclearcraft:item.thaumicaugmentation.void_boots - 1xitem.thaumicaugmentation.void_boots@0
botania:wands/twigwand_white_white - 1xitem.twigWand@0
thaumadditions:praecantatio_crystal_block - 1xtile.thaumadditions:crystal_block@0
nuclearcraft:item.draconicevolution:draconic_helm - 1xitem.draconicevolution:draconic_helm@0
ironchest:shulker/pink/gold/silver_gold_shulker_box - 1xtile.IronShulkerBoxpink@1
matc:essence/masterprudentium - 1xitem.ma.crafting@1
nuclearcraft:item.simplyjetpacks.jetpack_eio2_1 - 1xitem.simplyjetpacks.itemJetpack@2
appliedenergistics2:network/blocks/spatial_io_port - 1xtile.appliedenergistics2.spatial_io_port@0
nuclearcraft:item.simplyjetpacks.jetpack_eio2_2 - 1xitem.simplyjetpacks.itemJetpack@2
extracells:storagecells/fluid/owncasing/1024k - 1xitem.extracells.storage.fluid@5
enderio:self_resetting_lever_5_seconds - 1xtile.block_self_resetting_lever5@0
environmentaltech:m_multiblocks/connector - 4xitem.environmentaltech.connector@0
stevescarts:component/cleaning_core - 1xitem.SC2:unknowncomponent@41
nuclearcraft:item.nuclearcraft.fuel_curium.hec_245 - 1xitem.nuclearcraft.fuel_curium@6
stevescarts:module/internal_tank - 1xitem.SC2:unknownmodule@63
nuclearcraft:item.nuclearcraft.fuel_curium.hec_243 - 1xitem.nuclearcraft.fuel_curium@2
environmentaltech:m_resources/kyronite/normal/dc_block - 9xitem.environmentaltech.kyronite_crystal@0
crafttweaker:complex-logic-and-rerererererererererererereremodified - 1xtile.null@0
nuclearcraft:item.nuclearcraft.fuel_curium.hec_247 - 1xitem.nuclearcraft.fuel_curium@10
thaumadditions:ventus_crystal_block - 1xtile.thaumadditions:crystal_block@0
botania:wands/twigwand_gray_lime - 1xitem.twigWand@0
psi:psimetal_exosuit_chestplate - 1xitem.psimetal_exosuit_chestplate@0
woot:upgrade_looting_iii - 1xtile.woot.upgrade@5
nuclearcraft:item.ma.inferium_leggings_2 - 1xitem.ma.inferium_leggings@0
nuclearcraft:item.ma.inferium_leggings_1 - 1xitem.ma.inferium_leggings@0
nuclearcraft:item.witch_hat - 1xitem.witch_hat@0
xtones:lamp_flat - 2xtile.xtones.lamp.flat@0
storagedrawersextra:extra_drawers_fulldrawers2_forestry_chestnut - 2xtile.extraDrawers@1
rftoolscontrol:program_card - 1xitem.rftoolscontrol.program_card@0
jaopca:block_fencegarnet_htxglu - 3xtile.jaopca.fence@0
jaopca:marshmallow_ugr8g0 - 9xitem.nuclearcraft.marshmallow@0
sonarcore:tile.stablestonerimmed_black21 - 1xtile.StableStoneRimmed_Black@0
malisisdoors:curtain_silver - 3xitem.curtain_silver@0
mob_grinding_utils:tank - 1xtile.mob_grinding_utils.tank@0
advancedliftingmethods:tile.double_spruce_stairs - 1xtile.double_spruce_stairs@0
thaumcraft:label_cognitio - 1xitem.label@1
bloodmagic:base_fluid_filter_0 - 1xitem.bloodmagic.fluidFilter.@0
thermalfoundation:tool.sickle_invar - 1xitem.thermalfoundation.tool.invarSickle@0
forestry:fireproof_stairs_oak - 4xtile.for.stairs.vanilla.fireproof.oak@0
tconstruct:smeltery/seared/slab/road_slab - 6xtile.tconstruct.seared_slab@7
bibliocraft:darkoak_paintingframefancy - 1xtile.BiblioCraft:PaintingFrameFancy@5
environmentaltech:m_resources/ionite/bricks/bricks - 4xtile.environmentaltech.ionite_bricks@0
mystgears:recipe_gear_thaumium - 1xitem.gear_thaumium@0
nuclearcraft:item.steelhelmet_1 - 1xitem.SteelHelmet@0
mysticalagriculture:intermedium_fishing_rod - 1xitem.ma.intermedium_fishing_rod@0
nuclearcraft:item.steelhelmet_2 - 1xitem.SteelHelmet@0
botania:cacophonium - 1xitem.cacophonium@0
crafttweaker:complex-logic-adc-rerererererererererererereremodified - 1xtile.null@0
nuclearcraft:item.actuallyadditions.item_pants_crystal_black - 1xitem.actuallyadditions.item_pants_crystal_black@0
bewitchment:pentacle - 1xitem.bewitchment.pentacle@0
cyclicmagic:item.emerald_helmet_1 - 1xitem.emerald_helmet@0
nuclearcraft:item.nuclearcraft.curium._243_tiny - 9xitem.nuclearcraft.curium@2
cyclicmagic:item.fire_killer_1 - 1xitem.fire_killer@0
forestry:fences_baobab - 3xtile.for.fences.0@6
thaumcraft:eldritchpedestal - 1xtile.pedestal_eldritch@0
appliedenergistics2:misc/deconstruction_fluix_block - 4xitem.appliedenergistics2.material@7
enderio:dark_steel_upgrade_solar_1 - 1xitem.item_dark_steel_upgrade@1
appliedenergistics2:network/parts/quartz_fiber_part - 3xitem.appliedenergistics2.part@140
enderio:dark_steel_upgrade_solar_3 - 1xitem.item_dark_steel_upgrade@1
enderio:dark_steel_upgrade_solar_2 - 1xitem.item_dark_steel_upgrade@1
nuclearcraft:item.tcomplement.knightslime_chestplate - 1xitem.tcomplement.knightslime_chestplate@0
bibliocraft:cyan_dyed_typewriter - 1xtile.BiblioCraft:Typewriter@9
crafttweaker:thermalfoundation-material_16-modified - 9xitem.thermalfoundation.material@196
nuclearcraft:tile.nuclearcraft.cooler.emerald_1 - 1xtile.nuclearcraft.cooler@12
tconstruct:tools/forge/blockboron - 1xtile.tconstruct.toolforge@0
randomthings:luminousblock_gray - 1xtile.luminousBlock@7
redstonearsenal:tool.bow_flux - 1xitem.redstonearsenal.tool.fluxBow@0
