"Class","Registry name","Ticking?"
"teamroots.embers.tileentity.TileEntityReceiver","embers:tile_entity_receiver","yes"
"teamroots.embers.tileentity.TileEntityRelay","embers:tile_entity_relay","yes"
"teamroots.embers.tileentity.TileEntitySeed","embers:tile_entity_seed","yes"
"teamroots.embers.tileentity.TileEntitySeedNew","embers:tile_entity_seed_new","yes"
"teamroots.embers.tileentity.TileEntityStampBase","embers:tile_entity_stamp_base","-"
"teamroots.embers.tileentity.TileEntityStamper","embers:tile_entity_stamper","yes"
"teamroots.embers.tileentity.TileEntitySteamEngine","embers:tile_entity_steam_engine","yes"
"teamroots.embers.tileentity.TileEntityStirling","embers:tile_entity_stirling","yes"
"teamroots.embers.tileentity.TileEntityStoneValve","embers:tile_entity_stone_valve","yes"
"teamroots.embers.tileentity.TileEntityTank","embers:tile_entity_tank","yes"
"techreborn.tiles.TileAlarm","techreborn:alarm","yes"
"techreborn.tiles.TileChargeOMat","techreborn:charge_o_mat","yes"
"techreborn.tiles.TileChunkLoader","techreborn:chunk_loader","yes"
"techreborn.tiles.TileCreativeQuantumChest","techreborn:creative_quantum_chest","yes"
"techreborn.tiles.TileCreativeQuantumTank","techreborn:creative_quantum_tank","yes"
"techreborn.tiles.TileDigitalChest","techreborn:digital_chest","yes"
"techreborn.tiles.TileIndustrialCentrifuge","techreborn:industrial_centrifuge","yes"
"techreborn.tiles.TileMachineCasing","techreborn:machine_casing","yes"
"techreborn.tiles.TileMatterFabricator","techreborn:matter_fabricator","yes"
"techreborn.tiles.TileQuantumChest","techreborn:quantum_chest","yes"
"techreborn.tiles.TileQuantumTank","techreborn:quantum_tank","yes"
"techreborn.tiles.cable.TileCable","techreborn:cable","yes"
"techreborn.tiles.cable.TileCableEU","techreborn:cable_eu","-"
"techreborn.tiles.fusionReactor.TileFusionControlComputer","techreborn:fusion_control_computer","yes"
"techreborn.tiles.generator.TileCreativeSolarPanel","techreborn:creative_solar_panel","yes"
"techreborn.tiles.generator.TileDieselGenerator","techreborn:diesel_generator","yes"
"techreborn.tiles.generator.TileDragonEggSyphon","techreborn:dragon_egg_syphon","yes"
"techreborn.tiles.generator.TileGasTurbine","techreborn:gas_turbine","yes"
"techreborn.tiles.generator.TileLightningRod","techreborn:lightning_rod","yes"
"techreborn.tiles.generator.TilePlasmaGenerator","techreborn:plasma_generator","yes"
"techreborn.tiles.generator.TileSemiFluidGenerator","techreborn:semi_fluid_generator","yes"
"techreborn.tiles.generator.TileSolarPanel","techreborn:solar_panel","yes"
"techreborn.tiles.generator.TileSolidFuelGenerator","techreborn:solid_fuel_generator","yes"
"techreborn.tiles.generator.TileThermalGenerator","techreborn:thermal_generator","yes"
"techreborn.tiles.generator.TileWaterMill","techreborn:water_mill","yes"
"techreborn.tiles.generator.TileWindMill","techreborn:wind_mill","yes"
"techreborn.tiles.idsu.TileInterdimensionalSU","techreborn:interdimensional_su","yes"
"techreborn.tiles.lesu.TileLSUStorage","techreborn:lsu_storage","yes"
"techreborn.tiles.lesu.TileLapotronicSU","techreborn:lapotronic_su","yes"
"techreborn.tiles.lighting.TileLamp","techreborn:lamp","yes"
"techreborn.tiles.multiblock.TileDistillationTower","techreborn:distillation_tower","yes"
"techreborn.tiles.multiblock.TileFluidReplicator","techreborn:fluid_replicator","yes"
"techreborn.tiles.multiblock.TileImplosionCompressor","techreborn:implosion_compressor","yes"
"techreborn.tiles.multiblock.TileIndustrialBlastFurnace","techreborn:industrial_blast_furnace","yes"
"techreborn.tiles.multiblock.TileIndustrialGrinder","techreborn:industrial_grinder","yes"
"techreborn.tiles.multiblock.TileIndustrialSawmill","techreborn:industrial_sawmill","yes"
"techreborn.tiles.multiblock.TileVacuumFreezer","techreborn:vacuum_freezer","yes"
"techreborn.tiles.processing.lv.TileAlloySmelter","techreborn:alloy_smelter","yes"
"techreborn.tiles.processing.lv.TileAssemblingMachine","techreborn:assembling_machine","yes"
"techreborn.tiles.processing.lv.TileChemicalReactor","techreborn:chemical_reactor","yes"
"techreborn.tiles.processing.lv.TileExtractor","techreborn:extractor","yes"
"techreborn.tiles.processing.lv.TilePlateBendingMachine","techreborn:plate_bending_machine","yes"
"techreborn.tiles.processing.lv.TileSolidCanningMachine","techreborn:solid_canning_machine","yes"
"techreborn.tiles.processing.lv.TileWireMill","techreborn:wire_mill","yes"
"techreborn.tiles.storage.TileAdjustableSU","techreborn:adjustable_su","yes"
"techreborn.tiles.storage.TileHighVoltageSU","techreborn:high_voltage_su","yes"
"techreborn.tiles.storage.TileLowVoltageSU","techreborn:low_voltage_su","yes"
"techreborn.tiles.storage.TileMediumVoltageSU","techreborn:medium_voltage_su","yes"
"techreborn.tiles.tier0.TileIronAlloyFurnace","techreborn:iron_alloy_furnace","yes"
"techreborn.tiles.tier0.TileIronFurnace","techreborn:iron_furnace","yes"
"techreborn.tiles.tier1.TileAutoCraftingTable","techreborn:auto_crafting_table","yes"
"techreborn.tiles.tier1.TileCompressor","techreborn:compressor","yes"
"techreborn.tiles.tier1.TileElectricFurnace","techreborn:electric_furnace","yes"
"techreborn.tiles.tier1.TileGrinder","techreborn:grinder","yes"
"techreborn.tiles.tier1.TileIndustrialElectrolyzer","techreborn:industrial_electrolyzer","yes"
"techreborn.tiles.tier1.TilePlayerDectector","techreborn:player_detector","yes"
"techreborn.tiles.tier1.TilePump","techreborn:pump","yes"
"techreborn.tiles.tier1.TileRecycler","techreborn:recycler","yes"
"techreborn.tiles.tier1.TileRollingMachine","techreborn:rolling_machine","yes"
"techreborn.tiles.tier1.TileScrapboxinator","techreborn:scrapboxinator","yes"
"techreborn.tiles.transformers.TileEVTransformer","techreborn:ev_transformer","yes"
"techreborn.tiles.transformers.TileHVTransformer","techreborn:hv_transformer","yes"
"techreborn.tiles.transformers.TileLVTransformer","techreborn:lv_transformer","yes"
"techreborn.tiles.transformers.TileMVTransformer","techreborn:mv_transformer","yes"
"thaumcraft.common.tiles.crafting.TileArcaneWorkbench","thaumcraft:tilearcaneworkbench","-"
"thaumcraft.common.tiles.crafting.TileCrucible","thaumcraft:tilecrucible","yes"
"thaumcraft.common.tiles.crafting.TileFocalManipulator","thaumcraft:tilefocalmanipulator","yes"
"thaumcraft.common.tiles.crafting.TileGolemBuilder","thaumcraft:tilegolembuilder","yes"
"thaumcraft.common.tiles.crafting.TileInfusionMatrix","thaumcraft:tileinfusionmatrix","yes"
"thaumcraft.common.tiles.crafting.TilePatternCrafter","thaumcraft:tilepatterncrafter","yes"
"thaumcraft.common.tiles.crafting.TilePedestal","thaumcraft:tilepedestal","yes"
"thaumcraft.common.tiles.crafting.TileResearchTable","thaumcraft:tileresearchtable","yes"
"thaumcraft.common.tiles.crafting.TileThaumatorium","thaumcraft:tilethaumatorium","yes"
"thaumcraft.common.tiles.crafting.TileThaumatoriumTop","thaumcraft:tilethaumatoriumtop","yes"
"thaumcraft.common.tiles.crafting.TileVoidSiphon","thaumcraft:tilevoidsiphon","yes"
"thaumcraft.common.tiles.devices.TileArcaneEar","thaumcraft:tilearcaneear","yes"
"thaumcraft.common.tiles.devices.TileBellows","thaumcraft:tilebellows","yes"
"thaumcraft.common.tiles.devices.TileCondenser","thaumcraft:tilecondenser","yes"
"thaumcraft.common.tiles.devices.TileDioptra","thaumcraft:tiledioptra","yes"
"thaumcraft.common.tiles.devices.TileHungryChest","thaumcraft:tilechesthungry","yes"
"thaumcraft.common.tiles.devices.TileInfernalFurnace","thaumcraft:tileinfernalfurnace","yes"
"thaumcraft.common.tiles.devices.TileJarBrain","thaumcraft:tilejarbrain","yes"
"thaumcraft.common.tiles.devices.TileLampArcane","thaumcraft:tilelamparcane","yes"
"thaumcraft.common.tiles.devices.TileLampFertility","thaumcraft:tilelampfertility","yes"
"thaumcraft.common.tiles.devices.TileLampGrowth","thaumcraft:tilelampgrowth","yes"
"thaumcraft.common.tiles.devices.TileLevitator","thaumcraft:tilelevitator","yes"
"thaumcraft.common.tiles.devices.TileMirror","thaumcraft:tilemirror","yes"
"thaumcraft.common.tiles.devices.TileMirrorEssentia","thaumcraft:tilemirroressentia","yes"
"thaumcraft.common.tiles.devices.TilePotionSprayer","thaumcraft:tilepotionsprayer","yes"
"thaumcraft.common.tiles.devices.TileRechargePedestal","thaumcraft:tilerechargepedestal","yes"
"thaumcraft.common.tiles.devices.TileRedstoneRelay","thaumcraft:tileredstonerelay","-"
"thaumcraft.common.tiles.devices.TileSpa","thaumcraft:tilespa","yes"
"thaumcraft.common.tiles.devices.TileStabilizer","thaumcraft:tilestabilizer","yes"
"thaumcraft.common.tiles.devices.TileVisGenerator","thaumcraft:tilevisgenerator","yes"
"thaumcraft.common.tiles.devices.TileWaterJug","thaumcraft:tilewaterjug","yes"
"thaumcraft.common.tiles.essentia.TileAlembic","thaumcraft:tilealembic","-"
"thaumcraft.common.tiles.essentia.TileCentrifuge","thaumcraft:tilecentrifuge","yes"
"thaumcraft.common.tiles.essentia.TileEssentiaInput","thaumcraft:tileessentiainput","yes"
"thaumcraft.common.tiles.essentia.TileEssentiaOutput","thaumcraft:tileessentiaoutput","yes"
"thaumcraft.common.tiles.essentia.TileJarFillable","thaumcraft:tilejar","yes"
"thaumcraft.common.tiles.essentia.TileJarFillableVoid","thaumcraft:tilejarvoid","yes"
"thaumcraft.common.tiles.essentia.TileSmelter","thaumcraft:tilesmelter","yes"
"thaumcraft.common.tiles.essentia.TileTube","thaumcraft:tiletube","yes"
"thaumcraft.common.tiles.essentia.TileTubeBuffer","thaumcraft:tiletubebuffer","yes"
"thaumcraft.common.tiles.essentia.TileTubeFilter","thaumcraft:tiletubefilter","yes"
"thaumcraft.common.tiles.essentia.TileTubeOneway","thaumcraft:tiletubeoneway","yes"
"thaumcraft.common.tiles.essentia.TileTubeRestrict","thaumcraft:tiletuberestrict","yes"
"thaumcraft.common.tiles.essentia.TileTubeValve","thaumcraft:tiletubevalve","yes"
"thaumcraft.common.tiles.misc.TileBanner","thaumcraft:tilebanner","-"
"thaumcraft.common.tiles.misc.TileBarrierStone","thaumcraft:tilebarrierstone","yes"
"thaumcraft.common.tiles.misc.TileHole","thaumcraft:tilehole","yes"
"thaumcraft.common.tiles.misc.TileNitor","thaumcraft:tilenitor","yes"
"thecodex6824.thaumicaugmentation.common.tile.TileArcaneDoor","thaumicaugmentation:arcane_door","-"
"thecodex6824.thaumicaugmentation.common.tile.TileArcaneTrapdoor","thaumicaugmentation:arcane_trapdoor","-"
"thecodex6824.thaumicaugmentation.common.tile.TileCastedLight","thaumicaugmentation:temporary_light","yes"
"thecodex6824.thaumicaugmentation.common.tile.TileVisRegenerator","thaumicaugmentation:vis_regenerator","yes"
"thecodex6824.thaumicaugmentation.common.tile.TileWardedChest","thaumicaugmentation:warded_chest","-"
"thelm.packagedauto.tile.TileEncoder","packagedauto:encoder","-"
"thelm.packagedauto.tile.TilePackager","packagedauto:packager","yes"
"thelm.packagedauto.tile.TilePackagerExtension","packagedauto:packager_extension","yes"
"thelm.packagedauto.tile.TileUnpackager","packagedauto:unpackager","yes"
"thelm.packagedavaritia.tile.TileExtremeCrafter","packagedavaritia:extreme_crafter","yes"
"thelm.packagedexcrafting.tile.TileAdvancedCrafter","packagedexcrafting:advanced_crafter","yes"
"thelm.packagedexcrafting.tile.TileCombinationCrafter","packagedexcrafting:conbination_crafter","yes"
"thelm.packagedexcrafting.tile.TileEliteCrafter","packagedexcrafting:elite_crafter","yes"
"thelm.packagedexcrafting.tile.TileEnderCrafter","packagedexcrafting:ender_crafter","yes"
"thelm.packagedexcrafting.tile.TileMarkedPedestal","packagedexcrafting:marked_pedestal","-"
"thelm.packagedexcrafting.tile.TileUltimateCrafter","packagedexcrafting:ultimate_crafter","yes"
"tinker_io.tileentity.TileEntityFuelInputMachine","tinker_io:fuel_input_machine","yes"
"tinker_io.tileentity.TileEntityOreCrusher","tinker_io:ore_crusher","yes"
"tinker_io.tileentity.TileEntitySmartOutput","tinker_io:smart_output","yes"
"tinker_io.tileentity.TileEntityStirlingEngine","tinker_io:stirling_engine","yes"
"vazkii.botania.common.block.tile.TileAlfPortal","botania:alfheimportal","yes"
"vazkii.botania.common.block.tile.TileAltar","botania:altar","yes"
"vazkii.botania.common.block.tile.TileAnimatedTorch","botania:animatedtorch","yes"
"vazkii.botania.common.block.tile.TileAvatar","botania:avatar","yes"
"vazkii.botania.common.block.tile.TileBifrost","botania:bifrost","yes"
"vazkii.botania.common.block.tile.TileBrewery","botania:brewery","yes"
"vazkii.botania.common.block.tile.TileCacophonium","botania:cacophoniumblock","-"
"vazkii.botania.common.block.tile.TileCell","botania:cellblock","-"
"vazkii.botania.common.block.tile.TileCocoon","botania:cocoon","yes"
"vazkii.botania.common.block.tile.TileCraftCrate","botania:craftcrate","yes"
"vazkii.botania.common.block.tile.TileEnchanter","botania:enchanter","yes"
"vazkii.botania.common.block.tile.TileEnderEye","botania:endereyeblock","yes"
"vazkii.botania.common.block.tile.TileFakeAir","botania:fakeair","-"
"vazkii.botania.common.block.tile.TileFloatingFlower","botania:miniisland","-"
"vazkii.botania.common.block.tile.TileFloatingSpecialFlower","botania:floatingspecialflower","yes"
"vazkii.botania.common.block.tile.TileForestEye","botania:foresteye","yes"
"vazkii.botania.common.block.tile.TileGaiaHead","botania:gaiaheadblock","yes"
"vazkii.botania.common.block.tile.TileHourglass","botania:hourglass","yes"
"vazkii.botania.common.block.tile.TileIncensePlate","botania:incenseplate","yes"
"vazkii.botania.common.block.tile.TileLightRelay","botania:lightrelay","yes"
"vazkii.botania.common.block.tile.TileManaFlame","botania:manaflame","yes"
"vazkii.botania.common.block.tile.TileOpenCrate","botania:opencrate","yes"
"vazkii.botania.common.block.tile.TilePlatform","botania:platform","-"
"vazkii.botania.common.block.tile.TilePylon","botania:pylon","yes"
"vazkii.botania.common.block.tile.TileRuneAltar","botania:runealtar","yes"
"vazkii.botania.common.block.tile.TileSparkChanger","botania:sparkchanger","-"
"vazkii.botania.common.block.tile.TileSpawnerClaw","botania:spawnerclaw","yes"
"vazkii.botania.common.block.tile.TileSpecialFlower","botania:specialflower","yes"
"vazkii.botania.common.block.tile.TileStarfield","botania:starfield","yes"
"vazkii.botania.common.block.tile.TileTerraPlate","botania:terraplate","yes"
"vazkii.botania.common.block.tile.TileTeruTeruBozu","botania:teruterubozu","yes"
"vazkii.botania.common.block.tile.TileTinyPlanet","botania:tinyplanetblock","yes"
"vazkii.botania.common.block.tile.TileTinyPotato","botania:tinypotato","yes"
"vazkii.botania.common.block.tile.corporea.TileCorporeaCrystalCube","botania:corporeacrystalcube","yes"
"vazkii.botania.common.block.tile.corporea.TileCorporeaFunnel","botania:corporeafunnel","-"
"vazkii.botania.common.block.tile.corporea.TileCorporeaIndex","botania:corporeaindex","yes"
"vazkii.botania.common.block.tile.corporea.TileCorporeaInterceptor","botania:corporeainterceptor","-"
"vazkii.botania.common.block.tile.corporea.TileCorporeaRetainer","botania:corporearetainer","-"
"vazkii.botania.common.block.tile.mana.TileBellows","botania:bellows","yes"
"vazkii.botania.common.block.tile.mana.TileDistributor","botania:distributor","yes"
"vazkii.botania.common.block.tile.mana.TileManaDetector","botania:manadetector","yes"
"vazkii.botania.common.block.tile.mana.TileManaVoid","botania:manavoid","-"
"vazkii.botania.common.block.tile.mana.TilePool","botania:pool","yes"
"vazkii.botania.common.block.tile.mana.TilePrism","botania:prism","-"
"vazkii.botania.common.block.tile.mana.TilePump","botania:pump","yes"
"vazkii.botania.common.block.tile.mana.TileRFGenerator","botania:rfgenerator","yes"
"vazkii.botania.common.block.tile.mana.TileSpreader","botania:spreader","yes"
"vazkii.botania.common.block.tile.mana.TileTurntable","botania:turntable","yes"
"vazkii.botania.common.block.tile.string.TileRedStringComparator","botania:redstringcomparator","yes"
"vazkii.botania.common.block.tile.string.TileRedStringContainer","botania:redstringcontainer","yes"
"vazkii.botania.common.block.tile.string.TileRedStringDispenser","botania:redstringdispenser","yes"
"vazkii.botania.common.block.tile.string.TileRedStringFertilizer","botania:redstringfertilizer","yes"
"vazkii.botania.common.block.tile.string.TileRedStringInterceptor","botania:redstringinterceptor","yes"
"vazkii.botania.common.block.tile.string.TileRedStringRelay","botania:redstringrelay","yes"
"vazkii.psi.common.block.tile.TileCADAssembler","psi:cad_assembler","-"
"vazkii.psi.common.block.tile.TileConjured","psi:conjured","-"
"vazkii.psi.common.block.tile.TileProgrammer","psi:programmer","-"
"vswe.stevescarts.blocks.tileentities.TileEntityActivator","minecraft:activator","yes"
"vswe.stevescarts.blocks.tileentities.TileEntityCargo","minecraft:cargo","yes"
"vswe.stevescarts.blocks.tileentities.TileEntityCartAssembler","minecraft:assembler","yes"
"vswe.stevescarts.blocks.tileentities.TileEntityDetector","minecraft:detector","yes"
